,Unnamed: 0,Unnamed: 0.1,tweet_id,input,output
28,28.0,,1249172530272899075,"Pentagon Confirms Coronavirus Accidently Got Into Chemtrail Supply Chain, Spraying is Suspended
Posted onApril 11, 20200
https://t.co/4GBysZdbBT",0
29,29.0,,1249155244489129984,"Top story: Pentagon Confirms Coronavirus Accidently Got Into Chemtrail Supply Chain, Spraying is Suspended – Aviation News That Matters https://t.co/RPxxzBJyrS, see more https://t.co/TUSqbizhht",0
30,30.0,,1249018981186293760,"Pentagon Confirms Coronavirus Accidently Got Into Chemtrail Supply Chain, Spraying is Suspended – Aviation News That Matters https://t.co/dCGLzXb7fA",0
31,31.0,,1237903474475622400,People of color may be Immune to the Coronavirus because of Melanin – blackmentravels https://t.co/mlrcYNAeV9,0
32,32.0,,1234461445020176385,People of color may be Immune to the Coronavirus because of Melanin – blackmentravels https://t.co/NAuaBUrI6G,0
33,33.0,,1249489006124990471,"Why Big Pharma, Fauci, and Bill Gates Want to Ban Hydroxychloroquine - Dr. Carole H Haynes https://t.co/AhNvAirO3c",0
34,34.0,,1248596379909402626,"Why Big Pharma, Fauci, and Bill Gates Want to Ban Hydroxychloroquine - Dr. Carole H Haynes https://t.co/8Oz7VDazAr",0
35,35.0,,1248582228478693377,"Why Big Pharma, Fauci, and Bill Gates Want to Ban Hydroxychloroquine - Dr. Carole H Haynes https://t.co/hdexPUZWiT",0
36,36.0,,1248474482726952961,"Why Big Pharma, Fauci, and Bill Gates Want to Ban Hydroxychloroquine - Dr. Carole H Haynes https://t.co/So3kGMgxRL",0
37,37.0,,1248318630842040331,"Why Big Pharma, Fauci, and Bill Gates Want to Ban Hydroxychloroquine - Dr. Carole H Haynes https://t.co/qTA4FHrzeh",0
38,38.0,,1248282037506760704,"Why Big Pharma, Fauci, and Bill Gates Want to Ban Hydroxychloroquine - Dr. Carole H Haynes https://t.co/UcakUZ4AUY",0
39,39.0,,1248274578683682822,"Why Big Pharma, Fauci, and Bill Gates Want to Ban Hydroxychloroquine - Dr. Carole H Haynes https://t.co/suNc7LEzeb",0
40,40.0,,1248207920602456064,"Why Big Pharma, Fauci, and Bill Gates Want to Ban Hydroxychloroquine - Dr. Carole H Haynes
Excellent article exposing the NWO fraudsters👊✅#COVID19  https://t.co/EGst1YzeuS",0
41,41.0,,1248199567562223619,"Why Big Pharma, Fauci, and Bill Gates Want to Ban Hydroxychloroquine - Dr. Carole H Haynes                                       #Qanon #WWG1WGA #TheGreatAwakening  https://t.co/evfWHhr9sH",0
42,42.0,,1248120246939992064,"Why Big Pharma, Fauci, and Bill Gates Want to Ban Hydroxychloroquine - Dr. Carole H Haynes https://t.co/5WBNq8Weiv",0
43,43.0,,1247951177896955904,"Why Big Pharma, Fauci, and Bill Gates Want to Ban Hydroxychloroquine - Dr. Carole H Haynes https://t.co/DVwBrvPpeK",0
44,44.0,,1247918732351016966,"Why Big Pharma, Fauci, and Bill Gates Want to Ban Hydroxychloroquine - Dr. Carole H Haynes https://t.co/nGC1rVbgr4",0
45,45.0,,1247908666839191552,"Why Big Pharma, Fauci, and Bill Gates Want to Ban Hydroxychloroquine - Dr. Carole H Haynes https://t.co/vngj1JNDNH   Cheap, not profitable to their shareholders... all about money.",0
46,46.0,,1247886013105504259,"Why Big Pharma, Fauci, and Bill Gates Want to Ban Hydroxychloroquine - Dr. Carole H Haynes https://t.co/Z6a0Hq4bdA",0
47,47.0,,1247885363890143232,"Why Big Pharma, Fauci, and Bill Gates Want to Ban Hydroxychloroquine - Dr. Carole H Haynes https://t.co/AIpr6Us0rV",0
48,48.0,,1247869290117824512,"Why Big Pharma, Fauci, and Bill Gates Want to Ban Hydroxychloroquine - Dr. Carole H Haynes https://t.co/EeNVcY0ZnL",0
49,49.0,,1252682858948419584,"""The People's House"" is primarily your own house. After that, it is your State Legislature (then Congress).
""Wisconsin Legislature Takes Gov. Evers to Court"" https://t.co/Aar4WIZX1Z #G8M",0
50,50.0,,1244491711302205442,"Trump Announce Name Of Vaccine To Cure Corona Virus In Three Hours
https://t.co/KXfm6D50AC

Thumbs up to the scientist in the United States of America as they finally found vaccine to cure corona virus. The president of the United States of America will officially make the..... https://t.co/1OnRUHDksx",0
51,51.0,,1244313444226138117,"Trump Announce Name Of Vaccine To Cure Corona Virus In Three Hours
https://t.co/WTr9tR9I95

How true is this @realDonaldTrump",0
52,52.0,,1242555845302464514,Trump Announce Name Of Vaccine To Cure Corona Virus In Three Hours https://t.co/CulqCWY5n8 https://t.co/0k0ECoYkTB,0
53,53.0,,1255512928184406018,"Shanghai Government Officially Recommends Vitamin C for #Covid_19 

""... COVID-19 should be treated with high amounts of intravenous vitamin C. (1) Dosage recommendations vary with severity ..."", Andrew W. Saul

#FilmYourHospital #endthelockdown #EndTheShutdown #coronavirus https://t.co/JHXf0oUt7C",0
54,54.0,,1255248309767278592,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/BQzi5uVKty,0
55,55.0,,1253825833619292164,"Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/sr2WzIdk3y
#CoronaPandemie #usa #coronavirus #covid19ESP",0
56,56.0,,1253794268487061517,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/CZ9DgYW1af,0
57,57.0,,1251552537100128257,"@seriousnoooo @crabb_vicki @djrazorgirl @BeckyJohnson222 @KStateTurk @ChrisJohnsonMD @mcfunny @SMcwoof @wakeup89427666 @RisetteMD @TakeThatCDC @regina1775 @immunotoxPhD @ljpizzo @GeoffSchuler @chaoticsx2 @onevaxxednurse @WendyOrent @CanuckistanD @_mamadeb @Charbrevolution @KatLaRue7 @LithiumCa @Sheldon_Walker_ @FrankDElia7 @doritmi @MeddlinMegs @Monstercoyliar @TinFoilAwards @AlumiLynn @Aly_Meek @Rosewind2007 @jkellyca @silversynergy @wyllic @BGLTHMND @brianjohnson67 @BlueLionBlog @AquaVelvaBoy @JaneEOpie @kfunk937 @krebiozen @TransWoman3 @RandomUrban @thereal_truther @TheWorldIsFla11 @TheFrankmanMN @ianfmusgrave @_tatvamasi_ 🔴”Shanghai Government Officially Recommends Vitamin C for COVID-19”
https://t.co/eIFs8lQpHc",0
58,58.0,,1249336674120880128,March 2020 - Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/aBI3ugwXr9,0
59,59.0,,1248324020874784768,Shanghai Government Officially Recommends Vitamin C for COVID-19 – Health And Love Page https://t.co/s9VtO40I66,0
60,60.0,,1247511461426909190,"@BorisJohnson Real or Lies？

※4 Shanghai Government Officially Recommends Vitamin C for COVID-19 ,
by Andrew W. Saul, Editor-in-Chief Orthomolecular News Service, March 3,2020
RT
上海市が新型コロナ治療に実践する「ビタミンC」点滴の実力 @gendai_biz https://t.co/Nvd0Q1H0A7 #現代ビジネス",0
61,61.0,,1247501664556179456,"@kbc_duomo @gendai_biz 『Shanghai Government Officially Recommends Vitamin C for COVID-19 ,
by Andrew W. Saul, Editor-in-Chief Orthomolecular News Service, March 3,2020』",0
62,62.0,,1247194066875551745,@Tactical_blonde @skwawkbox @Johnrashton and one of their success stories is this&gt;&gt;Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/2dCvksdRni?,0
63,63.0,,1246915315252027393,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/YDMrcVILLt,0
64,64.0,,1246435197421334528,@MarkMyWordsJCPM @DianaEverington They should dipsense with lengthy clinical trials here and use what has worked elsewhere&gt;Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/6QVofiSYRf,0
65,65.0,,1246361287887654912,"@JethroRostedt Eat your vitamins and stay healthy as they did in #Wuhan
#CoronaVirusHOAX #film #Filmyourhospital 

Shanghai Government Officially Recommends Vitamin C for COVID-19
- by Andrew W. Saul | OMNS Mar 3, 2020
https://t.co/QKzuizhZTC https://t.co/keDAi8MTQC",0
66,66.0,,1246109039727120385,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/vjb7MTGAoB,0
67,67.0,,1244710267285618688,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/BnZqtrO68Y,0
68,68.0,,1244614158726897668,@samharveyrural Perhaps now government will take up the recommendation @Conservatives&gt;Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/2dCvksdRni?,0
69,69.0,,1244599976401031171,"@JuhaSarkio Shanghai Government Officially Recommends Vitamin C for COVID-19
Orthomolecular Medicine News Service, Mar 3, 2020
https://t.co/QKzuizhZTC https://t.co/36VTvmKM1I",0
70,70.0,,1244394425490563073,"@NJSenatePres @BioNJ_Org Shanghai Government Officially Recommends Vitamin C for COVID-19 - by Andrew W. Saul 🤔

(1) Dosage recommendations vary with severity of illness, from 50 to 200 milligrams per kilogram body weight per day to as much as 200 mg/kg/day. https://t.co/IwwqbHTlbk",0
71,71.0,,1244321753725169664,Shanghai Government Officially Recommends Vitamin C for COVID-19 by Andrew W. Saul https://t.co/EMO7jF8pXI https://t.co/Aw0xZ0jrwU,0
72,72.0,,1244311922536783873,"THIS GOVERNMENT DONT GIVE 2 FUCKS IF WE LIVE OR DIE DURING THIS PANDEMIC SO WE NEED TO INFORM EACH OTHER SO PLEASE READ THIS LINK BECAUSE THIS JUST MIGHT SAVE YOUR LIFE Shanghai Government Officially Recommends Vitamin C for COVID-19
https://t.co/TniMwIpRhJ",0
73,73.0,,1244305502814769157,"THIS CONSERVATIVE GOVERNMENT DONT CARE AT ALL WHETHER WE LIVE OR DIE DUE TO CORONAVIRUS SO WE NEED TO INFORM EACH OTHER SO PLEASE READ THIS FUCKIN LINK BELOW BECAUSE IT JUST MIGHT SAVE LIVES. Shanghai Government Officially Recommends Vitamin C for COVID-19
https://t.co/TniMwIpRhJ",0
74,74.0,,1244195042320945152,Shanghai Government Officially Recommends Vitamin C for COVID-19 #VitaminC  https://t.co/X294hua1sj,0
75,75.0,,1243763454793535488,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/br1LKPtI6j,0
76,76.0,,1243638008865124353,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/pR4a1JX0HE,0
77,77.0,,1243596491815636992,"@HoracioFranco Question and Answer session about Vitamin C and Covid-19
https://t.co/swEtZFVVOh

Shanghai Government Officially Recommends Vitamin C for COVID-19

https://t.co/5IqrlcebHo",0
78,78.0,,1243042255256145922,"@crabb_vicki @djrazorgirl @BeckyJohnson222 @KStateTurk @ChrisJohnsonMD @mcfunny @SMcwoof @wakeup89427666 @RisetteMD @TakeThatCDC @regina1775 @immunotoxPhD @ljpizzo @GeoffSchuler @chaoticsx2 @onevaxxednurse @WendyOrent @CanuckistanD @_mamadeb @Charbrevolution @KatLaRue7 @LithiumCa @Sheldon_Walker_ @FrankDElia7 @doritmi @MeddlinMegs @Monstercoyliar @TinFoilAwards @AlumiLynn @Aly_Meek @Rosewind2007 @jkellyca @silversynergy @wyllic @BGLTHMND @brianjohnson67 @BlueLionBlog @AquaVelvaBoy @JaneEOpie @kfunk937 @krebiozen @TransWoman3 @RandomUrban @thereal_truther @TheWorldIsFla11 @TheFrankmanMN @ianfmusgrave @_tatvamasi_ “Shanghai Government Officially Recommends Vitamin C for COVID-19”

https://t.co/eIFs8lQpHc",0
79,79.0,,1242470846356238337,"Shanghai Government Officially Recommends Vitamin C for COVID-19 Coronav... https://t.co/f2hxdvpHXl via @YouTube

@RandPaul for your own safe recovery, please take notice of the protocol and its success... 
and total safety
THEN
@POTUS
why no word about this FDA CLINICAL TRIAL?",0
80,80.0,,1241981415786516481,"@realDonaldTrump FOR IMMEDIATE RELEASE
Orthomolecular Medicine News Service, Feb 21, 2020

Three Intravenous Vitamin C Research Studies Approved for Treating COVID-19  https://t.co/Ha0KGyHi8h

Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/LsqTqVu6kY",0
81,81.0,,1241950553304756224,"@realDonaldTrump 🔆Expert consensus on comprehensive treatment of coronavirus disease in Shanghai 2019
https://t.co/UfxaGjhziq

🔆Shanghai Government Officially Recommends Vitamin C for COVID-19
https://t.co/7gGnuufGQ3",0
82,82.0,,1241656276112867329,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/jKkI1gAmCl,0
83,83.0,,1241632024730849280,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/Gwvl6xuWV8,0
84,84.0,,1241599781845286912,"@HLGatell @MayaSaloma Shanghai Government Officially Recommends Vitamin C for COVID-19

https://t.co/OOkxMIBuge

https://t.co/5IqrlcebHo https://t.co/qmrf9AfaZN",0
85,85.0,,1241589754128302082,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/eaOaBWY3Be,0
86,86.0,,1241132868648218626,Shanghai Government Officially Recommends Vitamin C for COVID-19 🌳♻️🌳 https://t.co/UpL7KPu4tp,0
87,87.0,,1241075751132246018,Shanghai Government Officially Recommends Vitamin C for COVID-19 - Murray Avenue Apothecary - Blog https://t.co/kXWl4uyDio,0
88,88.0,,1240907847908687872,"Shanghai Government Officially Recommends Vitamin C for COVID-19  #coronavirus
 https://t.co/pn3QFBQ4vy",0
89,89.0,,1240829680678326272,"#CoronaVirus #corona
Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/6Kk96T34QI",0
90,90.0,,1240619483573694465,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/JZQHZBWTP1 #coronavirus #Trump #StayAtHomeChallenge #cureforcoronavirus #VitaminCtreatsCoronavirus,0
91,91.0,,1240475165516939264,Here's an article on the actual amounts of vitamin C ... Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/hDXQkN9hNd,0
92,92.0,,1240414007661596679,"Shanghai Government Officially Recommends Vitamin C for COVID-19
#Corona
https://t.co/HwU7hkxCsL",0
93,93.0,,1240294555892592640,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/KIChCcmHim,0
94,94.0,,1240294171501608961,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/Sr8JVDo87d,0
95,95.0,,1240261749770784769,@mmaher70 @NemesisNibiru @skwawkbox Also&gt;Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/2dCvksdRni?,0
96,96.0,,1240043403389341696,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/FMQ5Ym9ylV,0
97,97.0,,1239975067037175814,For anyone who says vitamin C is a waste of time: Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/t3M4fLFFuT,0
98,98.0,,1239679355342774277,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/dIsR9qziNA,0
99,99.0,,1239610454936301575,"""Shanghai Government Officially Recommends Vitamin C for COVID-19""

#covid19

https://t.co/9aGE4wzeRm",0
100,100.0,,1239463586377818113,"@kurawa Shanghai Government Officially Recommends Vitamin C for COVID-19

https://t.co/2751fnqtOS https://t.co/JYd4bXXiy4",0
101,101.0,,1239434658074542080,@AustinChronicle Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/qJ5wn5FwKM,0
102,102.0,,1239431037798756353,@austintexasgov Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/qJ5wn5FwKM,0
103,103.0,,1239429210323726336,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/MdvUpWN9qJ,0
104,104.0,,1239382049217073152,Shanghai Government Officially Recommends Vitamin C for COVID-19...https://t.co/LdxOwGlHo1,0
105,105.0,,1239280486280597505,"@ASlavitt What you should be doing is getting in on the Vitamin C study that China and North Korea are doing - and it's working!  https://t.co/YZZO7yZ1Sk

Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/oPjNVeDXW5",0
106,106.0,,1239106689279770625,"@CNN *cough cough* 😷
Shanghai Government Officially Recommends Vitamin C for COVID-19

https://t.co/UVytVuQQm1",0
107,107.0,,1239059710390800384,@BrianBrackeen FYI Shanghai Government Officially Recommends Vitamin C for COVID-19.  I wish their was a way to break the truth.  Load my friend.  I’ve been on vitamin c since 2010.  Checkout Riordan clinic,0
108,108.0,,1239056549894594561,@drvyom Shanghai Government Officially Recommends Vitamin C for COVID-19,0
109,109.0,,1239020249971920899,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/CP8Tvf0C1N,0
110,110.0,,1238915766487068673,Shanghai Government Officially Recommends Vitamin C for COVID-19 #COVIDー19  https://t.co/gCiI3a6mVi.,0
111,111.0,,1238881692334600192,"Shanghai Government Officially Recommends Vitamin C for COVID-19

- intravenous vitamin C for treatment 
- oral vitamin C for prevention 

#COVIDー19 https://t.co/owd3ZPZDMh",0
112,112.0,,1238847279299092482,"Shanghai Government Officially Recommends Vitamin C for COVID-19

https://t.co/3SPn73IgCI",0
113,113.0,,1238810261315780609,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/hTZkeVAKDd,0
114,114.0,,1238713278538215425,Shanghai Government Officially Recommends Vitamin C for COVID-19  via Vital Health https://t.co/nllLLIgKod,0
115,115.0,,1238685579203596288,"Link artikel terkait VitC pd treatmen Corona bisa cek 👇

Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/2751fnqtOS",0
116,116.0,,1238661279289491456,"Shanghai Government Officially Recommends Vitamin C for COVID-19
by Andrew W. Saul
https://t.co/9WMKRTLchw",0
117,117.0,,1238503531943878656,"@WesSmith123 It's already being done:  Shanghai Government Officially Recommends Vitamin C for COVID-19
https://t.co/oPjNVeDXW5",0
118,118.0,,1238315203705462784,"@GabiMccauley Shanghai Government Officially Recommends Vitamin C for COVID-19
https://t.co/oPjNVeDXW5",0
119,119.0,,1238303129273339904,"Shanghai Government Officially Recommends Vitamin C for COVID-19

https://t.co/Pe5U3uWush",0
120,120.0,,1238302655384092672,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/tMn5rCVLeH,0
121,121.0,,1238291863083286529,"Shanghai Government Officially Recommends Vitamin C for COVID-19 by Andrew W. Saul, Editor-in-C https://t.co/28h0kOWgov",0
122,122.0,,1238204845292732430,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/mTCrxSfuZN,0
123,123.0,,1238177226719461376,Earlier #HFAorg Tweeted the potential benefit of #VitaminC wrt #COVID-19. Now the Shanghai Government Officially Recommends Vitamin C for COVID-19. Find out about its recommended doses and methods here: #HFA #HealthForAll https://t.co/E7ByOoyOBW,0
124,124.0,,1238169318510166017,"Shanghai Government Officially Recommends Vitamin C for COVID-19
by Andrew W. Saul
https://t.co/g6SkeST6o7",0
125,125.0,,1238128308379844608,"@aotxotorena Shanghai Government Officially Recommends Vitamin C for COVID-19
https://t.co/5IqrlcebHo",0
126,126.0,,1238055715651989504,Shanghai Government Officially Recommends Vitamin C for COVID-19 ⁦@clif_high⁩ #chaga  https://t.co/z4Kh53wpX6,0
127,127.0,,1237992340247187457,"@tomhanks FOR IMMEDIATE RELEASE
Orthomolecular Medicine News Service, Mar 3, 2020
Shanghai Government Officially Recommends Vitamin C for COVID-19
by Andrew W. Saul
https://t.co/ZYCZdyeMyo https://t.co/OuRZY1XiGH",0
128,128.0,,1237991034933710849,"@tomhanks FOR IMMEDIATE RELEASE from Shanghai Government:
Orthomolecular Medicine News Service, Mar 3, 2020
Shanghai Government Officially Recommends Vitamin C for COVID-19
by Andrew W. Saul
https://t.co/ZYCZdyeMyo https://t.co/rgXjtOOCKB",0
129,129.0,,1237916879114481665,Shanghai Government Officially Recommends Vitamin C for COVID-19. ⁦@trvrb⁩  https://t.co/wgjQ4whRq2,0
130,130.0,,1237916775188058113,IV vitamin C infusions.   Shanghai Government Officially Recommends Vitamin C for COVID-19.  https://t.co/wgjQ4whRq2,0
131,131.0,,1237801778290331649,Shanghai Government Officially Recommends Vitamin C for COVID-19 #coronavirus  https://t.co/l9BxtsyieD,0
132,132.0,,1237636040656994304,"Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/1jzzi6LyAD

Indian #gooseberry is the richest source after lemon and oranges.",0
133,133.0,,1237573150168121345,Shanghai Government Officially Recommends Vitamin C for COVID-19,0
134,134.0,,1237510349395349504,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/RNo8MEtqNy,0
135,135.0,,1237492826167902209,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/opf88IA7Gy,0
136,136.0,,1237471214005870593,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/RHBNtmDfIg,0
137,137.0,,1237466260264366081,"Coronavirus update. 
Shanghai Government Officially Recommends Vitamin C for COVID-19

https://t.co/UpxjPuyrzV https://t.co/t5KVZjQWMD",0
138,138.0,,1237423917788266496,Shanghai Government Officially Recommends Vitamin C for COVID-19 Coronav... https://t.co/sa5A4UsuRk via @YouTube,0
139,139.0,,1237404192882544641,"#deadlinewh #inners
Shanghai Government Officially Recommends Vitamin C for COVID-19 - https://t.co/oJKQfFyKRE via @shareaholic",0
140,140.0,,1237373193892950017,"Shanghai Government Officially Recommends Vitamin C for COVID-19 Coronav https://t.co/55tiKwl7L0 via @YouTube

THIS IS TRUTH #CoronaVirus #Covid-19",0
141,141.0,,1237346048307273729,This is a measure that needs to be adopted around the world but will be opposed by the drug companies and by the largely brainwashed health care community in North America. Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/8Qd4oKwx8R,0
142,142.0,,1237331747685249024,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/3eYSWJDSV8,0
143,143.0,,1237323788905144321,» Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/SGImxsu9Q5,0
144,144.0,,1237315058306355201,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/2rzB3Ie8AJ,0
145,145.0,,1237293134754668544,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/pIz2Xfj52e,0
146,146.0,,1237280934602432513,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/DMjYBPa5cX,0
147,147.0,,1237278867674431488,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/QY7Gl1nKQe,0
148,148.0,,1237260619230961669,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/yIQjwvgB7P,0
149,149.0,,1237209412072169477,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/fRkmJUGZR1,0
