input,output
covid-fake-news: covid19 spread mainli among peopl close contact one anoth less 6 ft wear mask public amp around peopl live household especi social distanc difficult maintain wearamask worldmaskweek,1
covid-fake-news: today 18 sampl test covid19 posit current 15288 bed isol icu ventil support vacant telangana covid__19 covid_19 covidー19 covid coronaupd coronavirusupd coronaviruspandem coronaviru,1
covid-fake-news: ncdc commit strengthen covid19 respons state nigeria rapid respons team kaduna state support activ includ sampl collect quarantin center assess addit isol centr train health worker,1
covid-fake-news: tablik jamaat chief maulana saad 70000 peopl get coronaviru india destroy countri possess,0
covid-fake-news: hand dryer effect kill coronaviru whatsappforward alway true mislead fals satir dont believ everyth see verifi share becom newscheck make mainbhinewscheck signatur,0
covid-fake-news: florida outbreak surg lot question state data here deep dive know what wrong what miss,1
covid-fake-news: main governor mandat dog cone wear restaur staff instead mask coronaviru josephbiden,0
covid-fake-news: household plan covid19 includ 1 talk peopl need includ plan amp 2 plan way care might greater risk seriou complic learn,1
covid-fake-news: indiafightscorona india regist record highest singl day recoveri 1 lakh patient recov last 24 hour staysaf indiawillwin,1
covid-fake-news: 0800 pm 31st march 139 confirm case 9 discharg 2 death breakdown case state real time visit current lago 82 fct 28 oyo 8 osun 5 ogun 4 kaduna 3 enugu 2 edo 2 bauchi 2 ekoti 1 rivers1 benu 1,1
covid-fake-news: photo show last meet turkish doctor die due covid19 child munich,0
covid-fake-news: one state situat worth highlight michigan larg number posit death rise uncertain test situat worrisom overal,1
covid-fake-news: aggress action combin nation uniti global solidar turn covid19 pandem around,1
covid-fake-news: visit stay uptod latest covid data state counti warn system focus 4 key metric infect rate posit test rate icu headroom use contact trace data updat everi 3 day sure check back regularli,1
covid-fake-news: 18 state includ us uk australia request pm modi head task forc stop coronaviru,0
covid-fake-news: yesterday laboratori complet 2191 test bring total number test complet date 446367,1
covid-fake-news: factcheck rang statement second night dnc2020 highlight deal coronaviru case number trumpadministr posit aca,0
covid-fake-news: white hous launch trumpbrand coronaviru medicin,0
covid-fake-news: video tabligi pilgrim move via truck spread covid19 india,0
covid-fake-news: cold weather kill coronaviru wait hot weather kill corona also fall contradictori hoax dont fall fake news amp misinform particip mainbhinewscheck initi amp fight infodem togeth coronavirusfact,0
covid-fake-news: twostent approach complex coronari bifurc lesion yield improv clinic outcom,1
covid-fake-news: bewar donald trump vaccin jaredkushn billbarr,0
covid-fake-news: solidar need provid joint solut covid19 pandem covax vaccin facil critic mechan joint procur amp pool risk across multipl vaccin sent everi member state encourag join,1
covid-fake-news: indiafightscorona india report highest number total covid19 recoveri 42 lakh,1
covid-fake-news: coronavirusupd covid19 test statu updat state 59429115 sampl test upto septemb 15 2020 1116842 sampl test septemb 15 2020 staysaf indiawillwin,1
covid-fake-news: rt india cross 1 million landmark covid19 test 24 hour indiafightscorona,1
covid-fake-news: _a vaccin new coronaviru creat us scientist readi use next sunday_,0
covid-fake-news: covid prevent infect age 65 consult doctor pneumococc conjug vaccin pcv13 pneumococc polysaccharid vaccin ppsv23 found use wife,0
covid-fake-news: access covid19 manag assess respons cmar tool,1
covid-fake-news: lockdown 2020 surviv juic get gtgtgt,0
covid-fake-news: georgia also issu stay home order april 13th,1
covid-fake-news: latest cdc covidview data show covid19associ hospit rate highest among american indianalaska nativ black hispanicslatino exist dispar make group vulner covid19 outbreak,1
covid-fake-news: yesterday laboratori complet 1007 test seven day roll averag 1984 bring total number test complet date 444176,1
covid-fake-news: rt covid19 led anin telehealth servic util virtual appoint visit,1
covid-fake-news: state report 50k case first time today anoth new record nation posit rate 7 despit ever higher test level hospit latemay level,1
covid-fake-news: studi age 1019 highest rate coronaviru transmiss via,1
covid-fake-news: see suicid rate skyrocket,0
covid-fake-news: 25 juli 6pm activ covid19 case 161 icu 027 ventil 250 requir oxygentherapi covid__19 covid_19 covidー19 coronaupd coronavirusindia coronavirusupd coronaviru covidupd,1
covid-fake-news: censor dr li meng yan claim covid bioengin red c via,0
covid-fake-news: daili updat publish weve track 37 million test 132k yesterday bit lower last weekend number note track test state report state report test detail see,1
covid-fake-news: close residenti set psychiatr facil promptli identifi covid19 case amp appli adapt infect prevent amp control procedur critic protect patient amp staff see new report one psychiatr facil,1
covid-fake-news: drink tea hot water kill viru lemon slice warm water may save life recommend keep money seal plastic bag conspiraci theori suggest china benefit pandem vinegar good clean hand,0
covid-fake-news: covid19 test reagent nigeria receiv amp procur recent use pcr test exist molecular laboratori import develop use genexpert machin also expand test capac use technolog,1
covid-fake-news: coronaviru buy anyth total useless chines yuan becom mere paper trash china coronaviru economi wuhan,0
covid-fake-news: tweet presid donald trump say us issu financi assist individu deal coronaviru pandem go social media histori last 4 year search post notmyp,0
covid-fake-news: nine previous report case consid recov covid19 total number activ case 62 29 import case miq facil 33 commun case,1
covid-fake-news: latest cdc covidview report show percentag death attribut covid19 increas 4 week juli declin sinc midapril percentag decreas past 2 week remain epidem threshold,1
covid-fake-news: video claim bill gate made present cia covid19 vaccin modifi brain religi fanat,0
covid-fake-news: ncdcinthenew nigeria centr diseas control warn nigerian bewar scammer pose centr defraud unsuspect citizen read,1
covid-fake-news: social gather six peopl ban across england wale scotland tomorrow new rule happen break differ across nation,1
covid-fake-news: texa daili averag death risen 50 last two week read complex lag time chang demograph covid19 death,1
covid-fake-news: rt get covid19 control us need wear face mask social distanc wash hand frequent,1
covid-fake-news: daili updat publish weve track 24 million test 450k yesterday detail see,1
covid-fake-news: due larg number peopl refus forthcom covid19 vaccin includ track microchip gate foundat spend billion ensur medic dental inject procedur includ chip,0
covid-fake-news: reach 3 million cumul case today less month reach 2 million,1
covid-fake-news: help slow spread covid19 practic socialdistanc keep least six feet physic distanc other wear cloth face cover public tip,1
covid-fake-news: audio whatsapp head cardiolog gregorio marañón hospit state moment uncontrol coronaviru infect,0
covid-fake-news: prime minist bori johnson say long way pregnancystyl covid19 test add soon test becom avail easier theatr footbal stadium reopen fulli,1
covid-fake-news: man gone live parallel univers alcohol coronaviru whiski,0
covid-fake-news: altern medicin practition guid coronaviru,0
covid-fake-news: itali went who law covid19 autopsi discov covid viru bacterium clot blood reduc oxygen satur,0
covid-fake-news: post claim sister bharatiya janata parti leader kapil mishra marri muslim man,0
covid-fake-news: 6 new symptom ad list symptom associ covid19 along fever cough short breath ad chill repeat shake chill muscl pain headach sore throat new loss tast smell,1
covid-fake-news: post share 160000 time facebook novel coronaviru pandem say bill gate want digit tattoo check test ask would like holocaust victim,0
covid-fake-news: indiafightscorona follow nation trend 17 statesut new recoveri new case,1
covid-fake-news: medit way covid 19 traci honeycomb covid_19,0
covid-fake-news: photo peopl lie street accompani caption impli coronaviru victim china,0
covid-fake-news: offici skeptic suppli wont address demand second wave covid,1
covid-fake-news: viral video show group doctor air unproven conspiraci theori coronaviru one inaccur claim come dr stella immanuel track record make bizarr medic claim believ alien dna,0
covid-fake-news: schoolchildren parent could prioritis coronaviru test hospit care home govern deal real challeng system cabinet minist told sky news,1
covid-fake-news: correct notic error updat 835pm 14 new case covid19 confirm nigeria 1 fct 1 bauchi amp 12 lago 14 6 detect vessel 3 return travel amp 2 close contact confirm case,1
covid-fake-news: review 7 coronaviru vaccin current phase 3 trial via,1
covid-fake-news: indiafightscorona 70 total activ case found nine affect statesut 90123 new case report last 24 hour countri detail staysaf indiawillwin,1
covid-fake-news: yeah california bear two reason 1 report irregular recent 2 report side daili 4pm commit 3 drop huge pend number last 2 day one got captur daili,1
covid-fake-news: sever site track covid19 hit grim mileston today 200000 death sinc pandem began figur havent yet reach level here,1
covid-fake-news: 4 covid19 govt test lab agra uttarpradesh kindli refer follow link detail covid__19 covid covid_19 covidー19 covid19india corona coronaviru coronavirusindia coronaviruspandem,1
covid-fake-news: indiafightscorona covid19 even spare alcohol bust myth stop consum alcohol safeguard coronaviru better home take precautionari measur fight coronaviruspandem staysaf indiawillwin,1
covid-fake-news: joe biden democrat want prosecut american go church burn church,0
covid-fake-news: dr anthoni fauci known 15 year chloroquin hydroxychloroquin treat current case coronaviru prevent futur case,0
covid-fake-news: 360000 death year swim pool dont shut countri,0
covid-fake-news: inmat releas prison covid19 humanitarian hous arrest arrest campo bom polic offic found 100 kg cocain hous sever gun,0
covid-fake-news: wed also like call attent incred job florida releas data provid hospit rate labbylab test result ton data,1
covid-fake-news: indiafightscorona one lowest global india case fatal rate 176 slide health ministri issu faq better clinic manag covid patient icu staysaf indiawillwin,1
covid-fake-news: person cold flu test posit covid19,0
covid-fake-news: claim fund fund part covid19 stimulu mobilis equiti rs 50000 cr msme fact similar fund set 2016 mobilis rs 60000 cr startup disburs 6 plan amount,0
covid-fake-news: detaine mpimba central prison burundi die due covid19 contract coronaviru,0
covid-fake-news: virtual british physician feel concern indirect impact coronaviru patient,1
covid-fake-news: move new phase mani us head back work school first time stay healthi stay safe new zealand,1
covid-fake-news: bechara covid19 se hai els would give nice accept speech dad,0
covid-fake-news: say coronaviru engin scientist lab,0
covid-fake-news: arizona report 45 case today previou singl day,1
covid-fake-news: prime minist put faith oper moonshot meanwhil planet earth nh test avail sever high infect area say labour deputi leader angela rayner pmq follow live analysi,1
covid-fake-news: video doctor press confer said,0
covid-fake-news: 5g caus coronaviru pandem,0
covid-fake-news: doesnt effect randian coz cowurin cure bad smell tackl covid19 cowdung,0
covid-fake-news: way tell kid cold go school robust rapid test coronaviru right dont via,1
covid-fake-news: time meet case definit test peopl defin symptom travel transit china itali point identifi countri concern meant new zealand household test time,1
covid-fake-news: mani state report huge number test includ known backlog clear 30k ny report almost 50k test tx 20k al ca fl ga il ny tn tx report 10k test,1
covid-fake-news: unexpect number came indiana today despit 5000 confirm case state said today 924 covid patient icu 500 ventil that far california icu count close pennsylvania louisiana vent usag,1
covid-fake-news: open ceremoni 2012 london olymp project coronaviru pandem hospit bed appera scene open show bori johnson hospit bed prove spread diseas plan advanc,0
covid-fake-news: covid19 transmiss may includ viral particl remain airborn longer previous understood,1
covid-fake-news: ban autopsi itali chang protocol coronaviru,0
covid-fake-news: accord cdc far year florida 1762 death covid19 5185 pneumonia averag pneumonia death florida 20132018 time period 918,0
covid-fake-news: estim 6000 new coronaviru case everi day england first week septemb,1
covid-fake-news: report death rose 1430 today import recogn data lag,1
covid-fake-news: underli caus death vast major death certif mention covid19 coronaviru,0
covid-fake-news: respons pandem pennsylvania governor tom wolf shut nonessenti busi limit gather may feder judg rule covid restrict unconstitut violat first fourteenth amend,1
covid-fake-news: there critic lack repres clinic imag covid associ skin manifest patient color,1
covid-fake-news: florida smash record new covid19 case state singl day,0
covid-fake-news: dna vaccin inject genet materi host host cell creat protein similar viru host creat antibodi,1
covid-fake-news: claim state india top busi conglomer tata group chairman ratan tata said time think profit think surviv,0
covid-fake-news: one lowest mortal rate world covid19,0
covid-fake-news: weekli updat post there final good news nation case declin state worst outbreak seem turn corner,1
covid-fake-news: remedi corona viru may exist long time 1934 old malaria drug seem work coronaviru symptom made holland,0
covid-fake-news: madrid enabl phone number 915038030 request prescript,0
covid-fake-news: claim govt provid money bereav famili covid19 victim fals,0
covid-fake-news: four new case covid19 confirm nigeria 3 lago state 1 fct two case return travel 1100pm 23rd march 40 confirm case covid19 nigeria 2 discharg 1 death record,1
covid-fake-news: un secretarygener antónio guterr told sky news coronaviru put erad poverti question taken aspect progress 25 year back get latest coronaviru news,1
covid-fake-news: indiafightscorona 79 new recov case report ten statesut viz maharashtra karnataka andhra pradesh uttar pradesh tamil nadu odisha delhi kerala west bengal punjab detail staysaf indiawillwin,1
covid-fake-news: nine peopl hospit 2 auckland citi three north shore 1 icu rest middlemor 2 icu consid critic understand difficult time famili wish full speedi recoveri,1
covid-fake-news: dr shi en het wuhan institut virolog deden mee aan dit onderzoek util sarscov infecti clone gener character chimer viru express spike bat coronaviru shc014 mous adapt sarscov backbon,0
covid-fake-news: 77 day sinc last case covid19 acquir local unknown sourc,1
covid-fake-news: coronavirusupd covid19 india tracker 23 septemb 2020 0800 confirm case 5646010 recov 4587613 813 activ case 968377 172 death 90020 16 indiafightscorona indiawillwin staysaf via,1
covid-fake-news: 216 new case covid19 74lago 33katsina 19oyo 17kano 13edo 10zamfara 8ogun 8gomb 8borno 7bauchi 7kwara 4fct 3kaduna 3enugu 2river 6175 case covid19 nigeria discharg 1644 death 191,1
covid-fake-news: christchurch person discuss yesterday investig confirm case covid19 investig close,1
covid-fake-news: previous claim cow urin cure covid qnd peopl actual believ,0
covid-fake-news: number daili test increas steep climb averag daili test past three week also strongli depict progress made enhanc covid19 test across countri,1
covid-fake-news: _contact trace app secretli instal everi android phone_,0
covid-fake-news: tabl compar death covid19 caus show new coronaviru harmless,0
covid-fake-news: icymi watch cdc expert discuss manag chronic ill covid19 pandem facebook live host global healthi live foundat,1
covid-fake-news: man find difficult eat wear face mask coronaviru facemask covid19,0
covid-fake-news: black patient like hospit due coronaviru,1
covid-fake-news: virtual round clinic exam lectur covid may perman chang medschool,1
covid-fake-news: claim indian prime minist modi said one crore ten million covid19 infect patient treat free,0
covid-fake-news: case manag isol child arriv nz afghanistan via dubai person manag isol pullman person test posit follow day 12 routin test,1
covid-fake-news: one person receiv hospitallevel care covid19 middlemor icu yesterday laboratori complet 5408 test bring total number test complet date 250246,1
covid-fake-news: video show bill gate admit vaccin doubt kill 700000 peopl,0
covid-fake-news: cattl vaccin proof coronaviru exist year alreadi vaccin photo show cattl vaccin produc american medic compani scourguard 4kc,0
covid-fake-news: man pass along coronaviru infect walmart louisiana,0
covid-fake-news: even better piec news state report fewer 500 death hadnt happen sinc march ye probabl larger number death report tomorrow lag weekend data get post signific pandem mileston,1
covid-fake-news: privat health system began offer antibodi test detect covid19 time ministri health said would buy antigen test,0
covid-fake-news: novel coronaviru 2019ncov last long philippin warm climat,0
covid-fake-news: lockdown forc woman realis bad diet,0
covid-fake-news: enanthem patient skin rash use find help diagnos covid19 spanish medic expert suggest,1
covid-fake-news: futur news postcovid19 world hollywood blockbust movi expect earn much 3000 ticket receipt,0
covid-fake-news: covid19 strengthen pharma negoti hand,1
covid-fake-news: indiafightscorona look critic case across countri find 270 total activ oxygen support 192 icu 029 patient ventil support secretari staysaf indiawillwin,1
covid-fake-news: coronavirusupd indiafightscorona india reach anoth record highest singl day covid19 recoveri 57381,1
covid-fake-news: two grim mileston 1000 peopl us die 10000 peopl hospit point see 80000 total posit test data,1
covid-fake-news: 30yearold indian textbook list aspirin antihistamin nasal spray treatment covid19,0
covid-fake-news: includ ensur one leav manag isol facil without neg covid19 test ensur peopl isol test around day 3 12,1
covid-fake-news: true commissionermayor respons recent covid 19 grim positionsack corrupt burecrat,0
covid-fake-news: 252 new case covid19nigeria plateau50 enugu35 rivers27 lagos26 fct18 kaduna18 ekiti10 kano10 taraba9 anambra8 edo8 oyo8 delta7 ogun6 abia5 bayelsa5 ebonyi1 osun1 52800 confirm 39964 discharg 1007 death,1
covid-fake-news: man read purpl cloud mp shiel start get bit frighten coronaviru apocalyps pandem,0
covid-fake-news: 1447 peopl report recov covid19 5 peopl yesterday 97 case one person receiv hospitallevel care covid19 icu still 16 signific cluster,1
covid-fake-news: yesterday laboratori process 7005 test covid19 bring total number test complet date 692481 laboratori process test within 24 hour receiv although peopl allow four day notifi test result,1
covid-fake-news: rt absenc clariti rash misinform covid19 pandem creat breed ground prejudi,0
covid-fake-news: howev corticosteroid help covid19 patient mild moder diseas harm therefor recommend use corticosteroid patient sever critic ill,1
covid-fake-news: fauci say rush covid19 vaccin could jeopard test other,1
covid-fake-news: uncomfort truth donald trump left america expos vulner pandem ignor warn health expert intellig agenc put trust china leader instead pay price let explain got,0
covid-fake-news: 342 peopl refer test await result,1
covid-fake-news: covid19 man made viru accord video plandem,0
covid-fake-news: _a video purport show polic offic beaten view ten thousand time facebook twitter alongsid claim assault templ india spark offic attempt enforc nationwid novel coronaviru lockdown_,0
covid-fake-news: there also intens competit sampl confirm covid19 case new vendor valid test need nationwid clearinghous sampl test,1
covid-fake-news: bill gate didnt say peopl dont choic vaccin coronaviru,0
covid-fake-news: celebr legal scholar she host blacklight look intersect vulner covid lay bare,1
covid-fake-news: kyli minogu say break heart coronaviru deni thousand peopl joy see year glastonburi festiv descend hellish mudbath,0
covid-fake-news: accord unlock3 order school colleg educ amp coach institut remain close till 31st august 2020 violat may invit legal action district administr disast manag act 2005,1
covid-fake-news: back campu go wear mask stay 6 feet apart other meet outdoor space learn step take help protect friend covid19,1
covid-fake-news: first citi world conquer covid19 chlorin dioxid great news alreadi suppress dark power,0
covid-fake-news: middl global pandem trump administr still work gut afford care act rip health care away million moral reprehens need drop lawsuit immedi,0
covid-fake-news: latest updat covid19 remain seriou pandem continu affect mani countri immun case arriv shore,1
covid-fake-news: social gather six peopl illeg england coronaviru rule six come forc,1
covid-fake-news: today recoveryr covid19 case jammuandkashmir 6849 covid19 covid__19 covid covid_19 covidー19 covid19india covidupd coronaviru coronaupd coronavirusindia coronavirusupd coronaviruspandem,1
covid-fake-news: woman burn hand put stove due high alcohol content hand sanitis,0
covid-fake-news: daili number get time current number tend 3 run per day big midday run go agtz updateonli run night morn,1
covid-fake-news: alway appreci question qualiti data see number doesnt look right pleas file issu investig,1
covid-fake-news: nipah viru outbreak india amidst coronaviru pandem accord warn form,0
covid-fake-news: know actual number much higher see sonoma counti dashboard,1
covid-fake-news: covid19 hate women leader love trump donaldtrump china vladimirputin women angelamerkel dictatorship,0
covid-fake-news: trump say nuke china know sure serv bat soup donaldtrump china coronaviru,0
covid-fake-news: labour leader sir keir starmer selfisol member household display possibl coronaviru symptom,1
covid-fake-news: widow distinguish us militari offic would never affili w bidendeep tie adversari ccp stuck uslaunch bioweapon covid19 us soil biden w innoc us american spill blood hand militari widow affili w biden,0
covid-fake-news: french astrolog nostradamu predict 1551 would outbreak coronaviru china 2020,0
covid-fake-news: rt five state maharashtra andhra pradesh karnataka uttar pradesh tamil nadu account 62 activ case,1
covid-fake-news: bad hope compar mani neighbour still rel well reassur ireland new coronaviru restrict introduc reduc number new case,1
covid-fake-news: rt go cool center beat heat summer follow tip protect covid19 practi,1
covid-fake-news: coronaviru victim buri morn wednesday itali rest peac,0
covid-fake-news: peopl stop electr night time dilsukhnagar hyderabad scatter currenc note road spread coronaviru,0
covid-fake-news: 389 new case covid19 lagos256 katsina23 edo22 rivers14 kano13 adamawa11 akwa ibom11 kaduna7 kwara6 nasarawa6 gombe2 plateau2 abia2 delta2 benue2 niger2 kogi2 oyo2 imo1 borno1 ogun1 anambra1 8733 case covid19nigeria discharg 2501 death 254,1
covid-fake-news: covid19 pandem fake,0
covid-fake-news: shand hospit gainesvil florida confirm first case coronaviru,0
covid-fake-news: keep newborn 6 feet away much possibl discuss healthcar provid use physic barrier exampl place newborn incub hospit,0
covid-fake-news: death toll rel low1158about last sunday past week tend weekend lag effect sunday monday number lower midweek day,1
covid-fake-news: could love one increas risk covid19 underli medic condit lack access qualiti healthcar common among racial ethnic group factor lead sever covid19 ill learn,1
covid-fake-news: princ andrew offici grand reopen woke pizza express,0
covid-fake-news: covid19nigeria updat two new lab activ covid19 test 1influenza laboratori kano 2 plateau state bring number covid19 test lab nigeria 11 progress maiduguri sokoto port harcourt amp kaduna,1
covid-fake-news: coronavirusupd covid19 test statu updat state 66279462 sampl test upto septemb 22 2020 953683 sampl test septemb 22 2020 staysaf indiawillwin,1
covid-fake-news: strang coincid worst affect covid19 case along latitud 40 left franc itali iran wuhan skorea japan seattl washington newyork,0
covid-fake-news: papua new guinea suppli test covid19 provinc thank strong collabor australia new zealand detail whoimpact,1
covid-fake-news: even covid19 14000 young children die everi day mostli prevent caus share equal right surviv qualiti health care healthforal,1
covid-fake-news: sever social media user share pictur cow leopard claim taken assam claim mislead viral imag noth assam two anim spent time togeth gujarat vadodara 2002 covid19,0
covid-fake-news: year elect night could chaotic addit cope unpreced number mail ballot covid requir elect offici provid clean social distanc inperson vote grappl like shortag elect worker,0
covid-fake-news: covid19 self test holidng breath put mustard oil nose kill coronaviru,0
covid-fake-news: discharg today includ 1325 commun recoveri last two week report lago state line new case manag guidelin breakdown case state found via takerespons,1
covid-fake-news: use medic mask your suppos use white side filter part your sick,0
covid-fake-news: local badass wash hand 15 second handwash coronalockdown,0
covid-fake-news: cb air wrong video footag coronaviru hospit,0
covid-fake-news: she casual carri bodi 1 hand sure evid coronaviru complet hoax prop street theater,0
