,tweet_id,input,output
14,1289024798778064896,"New Research Finds Kids Just as Likely as Adults to Spread COVID-19 As the debate to reopen schools continues, new research shows that children can spread COVID-19 as easily as adults.

(Feed generated with FetchRSS)",1
15,1287107206052294657,"Can You Have a Second Wave of COVID-19 If the First Never Ended? Many Americans wonder what the coming months of the pandemic will look like in states where case rates are currently high, as well as states where the…

(Feed generated with FetchRSS)",1
16,1287107201346265090,"How Businesses Requiring Masks Protects Workers and You from COVID-19 A growing number of businesses are putting policies into place requiring the use of face masks. Here’s how that will help us reduce the spread of…

(Feed generated with FetchRSS)",1
17,1284042020609236992,"Fauci Warns About ‘Post-Viral’ Syndrome After COVID-19 Dr. Anthony Fauci, Director of the National Institute of Allergy and Infectious Diseases and member of the White House Coronavirus Task Force…

(Feed generated with FetchRSS)",1
18,1283619176939126785,"Smoking Puts 1 in 3 Young Adults at High Risk for Severe COVID-19 New research looked at the health data of people between the ages of 18 and 25 and found that 32 percent of young adults are susceptible to…

(Feed generated with FetchRSS)",1
19,1293805040763895809,"Taste bud cells might not be a target of SARS-CoV-2: An early symptom among some COVID-19 patients is the loss of the sense of smell and/or taste, which led to the suspicion SARS-CoV-2 could be targeting taste buds. But initial data from mice suggest that might not be the ca…",1
20,1292944851445485568,"Research Shows Exposure to Common Cold Coronaviruses Can Teach the Immune System to Recognize SARS-CoV-2

Researchers caution: It is too soon to say whether pre-existing immune cell memory affects COVID-19 clinical outcomes. Your immune system's ""memory"" T cells keep track (1/2)",1
21,1290755971287937024,Exposure to common cold coronaviruses can teach the immune system to recognize SARS-CoV-2 – Medical Xpress,1
22,1290557398130851842,The six strains of SARS-CoV-2,1
23,1284396836367851527,Vaccine additives can enhance immune flexibility -- Implications for flu and SARS-CoV-2,1
24,1283990272674856960,"Obesity and metabolic syndrome are risk factors for severe influenza, COVID-19: Metabolic syndrome increases the…",1
25,1283672029032599555,Common FDA-approved drug may effectively neutralize virus that causes COVID-19,1
26,1300441098884657154,The Antiviral used to treat cat coronavirus also works against SARS-CoV-2 #health,1
27,1299209996010500096,Antiviral used to treat cat coronavirus also works against SARS-CoV-2,1
28,1296483288849293313,"Researchers show children are silent spreaders of virus that causes COVID-19. The infected children were shown to have a significantly higher level of virus in their airways than hospitalized adults in ICUs for COVID-19 treatment.

#COVID19 
#COVID19Lessons",1
29,1296435073496109062,Researchers show children are silent spreaders of virus that causes COVID-19. The infected children were shown to have a significantly higher level of virus in their airways than hospitalized adults in ICUs for COVID-19 treatment.,1
30,1293261490368262145,"Malaria discovery could expedite antiviral treatment for COVID-19
New research into malaria suggests targeting enzymes from the human host, rather than from the pathogen itself, could offer effective treatment for a range of infectious diseases, including COVID-19.",1
31,1289060525687676934,Re-engineering antibodies for COVID-19,1
32,1289107889961959424,Rapid test for the determination of antibodies against Sars-Cov-2,1
33,1285850400474759169,"Coronavirus antibodies fall dramatically in first 3 months after mild cases of COVID-19 according to new UCLA study. Decreasing by roughly half every 73 days. If sustained at that rate, the antibodies would disappear within about a year",1
34,1284768945392754688,Type 1 interferon deficiency: Biomarker of patients at risk of severe COVID-19  The two GOP senators both made the same blunder. Joey Ryan #HankHill,1
35,1284759207779205120,Type 1 interferon deficiency: Biomarker of patients at risk of severe COVID-19,1
36,1282222505672024064,Why lopinavir and hydroxychloroquine do not work on COVID-19,1
37,1282060431385919488,Study explains why lopinavir and hydroxychloroquine do not work on Covid-19: Results clearly indicate that drug metabolism enzymes (cytochrome P450 3A) are inhibited by systemic inflammation,1
38,1297189289747513344,Blood clots and lung injuries found in patients who have died of COVID-19!  Fujaira Prince Ziyech,1
39,1297019670709575680,"Blood clots and lung injuries found in patients who have died of COVID-19- According to the scientists, in people with severe Covid-19, one of most abundant cytokines released is called TNF #VWFC #tfclive",1
40,1286571130266894336,"Lung ultrasound shows duration, severity of coronavirus disease (COVID-19)",1
41,1291736891918884866,"$COCP  💯 NEW ANTIVIRALS 
THAT KILL  SARS-COV-2
HOW MANY BILLIONS IN MKT CAP IS THIS WORTH?
@$20= $1B MKT CAP* @$40=$2B @$100=$5B 

 #CORONAVIRUS #COVID19 #COMPOUND6E",1
42,1291019363726708736,"1/
Neurological complications of COVID-19 have been described. What findings are common on imaging? What are the associated frequencies?

What is the most common neuroimaging finding in adult patients hospitalized with COVID-19?",1
43,1281847813878566912,COVID-19: How do we explain 'happy' hypoxemia? #coronavirus,1
44,1279402748438593538,“MMR vaccine could prevent worst symptoms of COVID-19.” Y’all ready for the onslaught of adult-onset autism claims?! #youhearditherefirst #vaccinate #vaccinateyourkids,1
45,1282721768134840320,"COVID-19 testing sites in Rochester to converge on July 13, 2020",1
46,1295669455880704002,"$CLX Clorox and Cleveland Clinic Release Guide to Help People Stay Safer at Home During COVID-19
From our Stock News Alerts App",1
47,1298749761042997248,"CDC advises store employees not to argue with anti maskers. 
#OnlyInAmerica",1
48,1297915229423071232,via @nprnews: FDA Authorizes Convalescent Plasma As Emergency Treatment For COVID-19,1
49,1297870319399690241,"WSJ:
FDA authorizes convalescent plasma for Covid-19 use
New coronavirus cases in U.S. at the lowest level since late June
GOP to call for keeping the economy open at this week's convention",1
50,1297648328763637760,"FDA authorizes COVID-19 plasma treatment

The Food and Drug Administration (FDA) announced Sunday that it has authorized convalescent plasma for emergency use to treat patients sickened by the novel coronavirus.",1
51,1289894134493270023,Which HCPs Are Most Likely to Get COVID Vaccine? – WebMD,1
52,1289392076426100736,Which HCPs Are Most Likely to Get COVID Vaccine?,1
53,1288872769678008320,Former GOP Candidate Herman Cain Dies of COVID-19,1
54,1286964422439833600,CDC releases updated guidelines in favor of reopening schools is 'critically important for our public health'.,1
55,1286828526415511552,CDC guidelines favor reopening schools is 'critically important for our public health' in Russia as terrorists.,1
56,1286747995606786049,House agree to $105 billion in coronavirus aid for schools is 'critically important for our public health' in push for reopening.,1
57,1290249527979462656,"BREAKING: ""There’s no silver bullet for COVID-19 at the moment &amp; there might never be""

~ @WHO 

#Covid_19 #COVID19",1
58,1290239666596114434,"WHO just announced there's no silver bullet for COVID-19 and may never be

Source: Spectator Index",1
59,1285760854722478080,"Atlanta Mayor Keisha Lance Bottoms Tests Positive for COVID-19. TIME, 6 July 2020.

Madam Mayor, ""this illness is not unto death, but for the glory of God...""",1
60,1280757612217171968,"Atlanta Mayor Keisha Lance Bottoms tests positive for COVID-19
Lance Bottoms confirmed that she, her husband, and one of her four children have tested positive for COVID-19.",1
61,1280499491163049984,Atlanta mayor tests positive for COVID-19 – Atlanta Journal Constitution,1
62,1280386868098498560,"Coronavirus updates 🇺🇸 : 
Atlanta Mayor Keisha Lance Bottoms tests positive for Covid-19",1
63,1280380957787172865,Atlanta Mayor Keisha Lance Bottoms tests positive for Covid-19 – POLITICO,1
64,1280287066446856193,"Atlanta Mayor Keisha Lance Bottoms Tests Positive for COVID-19 

Get Well Mayor Lance Bottoms we need your voice to speak against people who would kill an eight years old child &amp; she isn't the only child MURDERED last week &amp; it didn't involve a white👮 The SILENCE IS DEAFENING.",1
65,1280262797088169984,"JUST IN: 

Atlanta Mayor Keisha Lance Bottoms tests positive for COVID 19, is asymptotic.",1
66,1280257774111293440,Mayor of Atlanta tests positive for #COVID-19,1
67,1280597155695091712,Studies Track Super-Spreading of COVID-19,1
68,1283810618189938693,Will COVID Pandemic's Environmental Benefit Last?,1
69,1284985315170480129,Could Bats Hold Clues to COVID Treatments? Don’t turn us to bat instead look into hydroxychloroqui. and Zinchttps://wb.md/2CENVNK from @WebMD,1
70,1284910956846419968,Have Lockdowns Worked to Control Coronavirus?,1
71,1278769337784872960,How Safe Is it to Use A Public Bathroom?,1
72,1280457678142279685,WHO discontinues hydroxychloroquine and lopinavir/ritonavir treatment arms for COVID-19: WHO,1
73,1279512344075341825,WHO discontinues hydroxychloroquine and lopinavir/ritonavir treatment arms for COVID-19😍💥🦾🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳,1
74,1279460543179431936,"W.H.O. makes it official: 
WHO discontinues hydroxychloroquine and lopinavir/ritonavir treatment arms for COVID-19. 
   No improvement in mortality rates when compared to the standard of care.",1
75,1286146782355812352,"THANK YOU:  For reading/following our Blog and Channels and being in the know where wildfires are currently burning across our Nation. We also promote PSAs (Public Service Announcements), evacuations, shelters, closures, etc. 

1/2",1
76,1278274366313304064,Media needs to start telling folks basic symptoms of CV19 and Ad Council needs to sponsor some radio PSAs Pronto. Amazing lack of public service announcements on virus.,1
77,1297044973968400384,"Bui DP, McCaffrey K, Friedrichs M, et al. Racial and Ethnic Disparities Among COVID-19 Cases in Workplace Outbreaks by Industry Sector - Utah, March 6-June 5, 2020. MMWR Morb Mortal Wkly Rep. 2020;69(33):1133-1138. Published 2020 Aug 21. doi:10.15585/mmwr.mm6933e3",1
78,1291909515689033728,"COVID-19–ASSOCIATED MULTISYSTEM INFLAMMATORY SYNDROME IN CHILDREN (10 DIED) — UNITED STATES, MARCH–JULY 2020",1
79,1288572820159713283,"I just got an embargoed CDC report, ""Deaths and Years of Potential Life Lost from Excessive Alcohol Use – United States, 2011 – 2015."" Light summer reading.",1
80,1298228668204896258,"What does HIV have to do with Covid-19?

PCR played a central role in the HIV war (a war you don’t know about, that lasted 22 years, between Globalist post-modern HIV scientists and classical scientists.) The latter lost the war. Unless you count being correct as winning.",1
81,1281602725348872199,"If you’re living with or affected by HIV, here’s what you need to know about COVID-19 and HIV.

Stay safe, friends. #COVIDconf",1
82,1288127153729486850,"The Centers for Disease Control has extended its No Sail Order for cruise ships once again.

The order now prevents ships from sailing through September 30, 2020.

#travel #coronavirus #socialdistancing #covid",1
83,1284223895407603715,"US - CDC MEDIA STATEMENT: CRUISE SHIP NO SAIL ORDER EXTENDED THROUGH SEPTEMBER 2020 - JULY 16, 2020",1
84,1283883665638948873,"So it’s not safe to have a bunch of people on a boat eating and playing together, but is ok for kids to eat and play in school?

 RT @EricLiptonNYT: CDC: Cruise ship No Sail Order extended through September 2020",1
85,1283882623744512002,CDC: Cruise ship No Sail Order extended through September 2020,1
86,1283876325518970881,"The Centers for Disease Control and Prevention extended a No Sail Order for cruise ships through September 30, 2020. This order continues to suspend passenger operations on cruise ships with the capacity to carry at least 250 passengers in waters subject to U.S. jurisdiction.",1
87,1284382413506908160,"Symptom Profiles of a Convenience Sample of Patients with COVID-19 — United States, January–April 2020.",1
88,1284382412579930113,"Symptom Profiles of a Convenience Sample of Patients with COVID-19 — United States, January–April 2020.",1
89,1283959634433396738,"Symptom Profiles of a Convenience Sample of Patients with COVID-19 — United States, January–April 2020.",1
90,1283959629203087363,"Symptom Profiles of a Convenience Sample of Patients with COVID-19 — United States, January–April 2020.",1
91,1281829444043382784,"Waltenburg MA, Victoroff T, Rose CE, et al. Update: COVID-19 Among Workers in Meat and Poultry Processing Facilities - United States, April-May 2020. MMWR Morb Mortal Wkly Rep. 2020;69(27):887-892. Published 2020 Jul 10. doi:10.15585/mmwr.mm6927e2",1
92,1280865306475454465,"“The CDC tried to develop clear guidelines about what the stages of re-opening should look like — the administration delayed and scaled them back.""",1
93,1282419733749542913,"NotFakeNews: New Zealand let health experts” rather than politicians make decisions about how to deal with COVID-19, “and as of today they have zero COVID cases.”",1
94,1288996001664172037,"In West Virginia alone, overdoses have increased by 50% during the #COVID__19 pandemic. We must stop the illegal drug flow across our Southern Border. 

That’s why I added an amendment to 2021 government funding to #BuildTheWall. 

Sadly, House Democrats voted this down.",1
