,tweet_id,input,output
49,1281000710268686336,".@NYCMayor my uncle drives a private school bus for Jewish children. None of them wear masks, not the children nor their parents. My uncle is in his 60s. Why should he have to get sick &amp; risk death because you are not enforcing mask wearing among the Jews!?!
@NYGovCuomo",1
50,1280861762385035264,"DofEd: ""if families choose to
have their children wear masks, care should be taken that children are not stigmatized."" Consider the stigma if the child were even thought to be the impetus of a cluster? #rethinkstigma #wearamask #protectothers #pandemic 
@EDU_GovNL
 
@GovNL",1
51,1280617357736624129,"Hey #parents do you have the #freedom to NOT send your #children back to #school in the Fall? Seems to me if ppl have the freedom to NOT wear a #mask, no one should be telling parents their kids must return to in class room school",1
52,1298802468730667008,"Question of the Day: ""What type of masks should children wear?""  🤔
Answer: Children who are in general good health can wear a non-medical or fabric mask #facemask #kidsmask #questionoftheday #cdcguideline",1
53,1290264687989252097,"How do we balance needs of children and needs of adults in returning to schools? Fauci “at minimum, teachers should wear a mask and something to protect their eyes, which are also susceptible areas for virus transmission...could be goggles or face shields” @ETFOeducators",1
54,1288634092918054913,"Dr. Fauci on the world news saying that teachers should wear a face mask , gloves and goggles. Can you imagine how scary this would be for preschoolers and Kindergarten children? School should be remotely until there is a vaccination that works for Covid19  #CongressmanCOVID",1
55,1288283175878373377,"Left: “Wear a mask! Listen to the science!”
Also left: *takes down video on all media platforms of doctors discussing how children should go back to school because they aren’t the problem*                                     I️ thought we were listening to science???",1
56,1283028776956329985,"I don't understand how anyone can think we should open the schools.  The most prominent kindergartner in the world can't consistently wear a mask, and he's the president!  How can we expect actual children to do the same?",1
57,1297847142351085568,". @WHO Should teachers or other adults working with children wear a mask? In areas where there is widespread transmission, all adults under the age of 60 and who are in general good health should wear fabric masks when they cannot guarantee at least a 1-metre distance from others",1
58,1299161972231950338,"What is situation with potential #COVID19 exposure on flights within Canada? I know people who have read about such potential exposure, on flights, and in rows identified by the BC Ministry of Health; had they not read about this in the paper they wouldn't know. Contact tracing?",1
59,1298790245505421312,"From everything that has been discussed about the Pandemic, contact tracing through testing of people that were exposed to the virus is very important in controlling the spread. What is the justification CDC is using in stopping the testing of those exposed  to virus? Explain?",1
60,1298448557255659522,"Mr Campbell, be quiet! Closing the borders worked, they ramped up testing, contact tracing worked! What is this man saying??? #jamaicadebates2020",1
61,1297927619850186752,Questions for @GovRaimondo: 🤔Are we still paying @BCG &amp; what is their role? Have you posted those monies ☝️ spent on transparency portal? Why haven't kids been paid for SAIL program? When and why did contact tracing &amp; COVID checks STOP at @tfgreenairport? @joshmblock ?,1
62,1297530526388060165,what is everyone’s problem w contact tracing/tracking??? you really insist on “not being controlled” that you would rather not know if there was a possible covid exposure????,1
63,1296412963994247169,"Dr Strang said contact tracing in schools would use the NSHA definition of ""close contact"".

What is that definition? @ChenderMLA @TimothyHalman @withwozney",1
64,1295757162996801537,"There is an active debate as to how effective contact tracing can be. How many people would you need to employ to make contact tracing effective? What is going to be the right way to go about it? - @NathanRowe2, @EvidentID, #KNOWIdentity",1
65,1295298892280614912,"What is going on? @HSELive @DonnellyStephen @ronan_glynn  Patient with young children had positive covid test reported on Friday. She was symptomatic for over a week before testing.
Today, still no contact tracing, no testing of family + their close contacts potentially infected",1
66,1294767688858779653,"To the white lady on my contact tracing team who, unprompted, decided to communicate in our team groupchat exclusively by typing out everything in Hawaiian: what is endgoal?",1
67,1294717980966887425,"And the people who refuse to cooperate with the government contact tracing process 
Yuh see all yuh so ....
Need to get your act together!!!
Like what is the issue??",1
68,1294704713498267649,"Guys, what is this strengthening of contact tracing through technology? This government is upto no good #cyrilramaphosa",1
69,1294356461456326657,"FLORIDA HAS NOW HIRED A CONTACT TRACING SERVICE.

THEY SAID IT WILL COST TAXPAYERS 10 TIMES WHAT WAS EXPECTED.

50 MILLION DOLLARS FOR THIS SHIT. 

MAXIMUS INC. IS THE  COMPANY.

I AM NOT HAPPY ABOUT THIS AS A FLORIDIAN.

TAXPAYERS GETTING SCREWED. 

WHAT IS GOING ON DE SANTIS?",1
70,1294348432090394624,"US is a complete sh*t show....  taking out mail sorting machines? no testing strategy? no contact tracing? no unemployment? WTF? What is wrong with Senate and Congress - get the f*ck back to DC, there should be no recess. I can't even.",1
71,1294024101858652160,"#covidNZ #nzpol 
What is the progress @nzlabour on the COVID CARD contact tracing tool looked at 4 months ago?
Newsroom reported the card option was presented to Justice Minister Andrew Little and Communications Minister Kris Faafoi on April 12.
Are you plonkers doing anything?",1
72,1293999208245190656,"Tell me @TTuberville, what is your plan to help the citizens of #Alabama? Our Governor is not leading regular updates on #COVID19. @SenShelby is no where to be found. We the citizens are at great risk. No contact tracing is being used. You worry about a border wall? Seriously?",1
73,1293209001719627776,"What is the usual timeline from Covid testing to lab results to start of contact tracing?

How long does it gnerally take to track one person's contacts?

@CBCMaritimeNoon",1
74,1292934128300695553,"Why have we heard so little about Contact Tracing recently? What is happening there and how is it coordinated on the local state and federal levels? Yes, people are wearing masks. But that’s just one part of proven strategies to reduce infection of #COVID19",1
75,1292834968994021381,Some SLPs travel from school to school. How effective will contact tracing be &amp; what is the policy should one of the students the SLP works with contract covid?Potential infection extends across classrooms and schools. @MikeWReilly @NYGovCuomo @NYCMayor @DOEChancellor @NYCMayor,1
76,1292783181842849792,"Curious if anyone has looked into private contractors providing contact tracing services in Florida? What is their profit margin? Contact rate? We should be recruiting from communities for these jobs, b/c unemployment... cc: @PatriciaMazzei @conarck @dchangmiami @MaryEllenKlas",1
77,1292647250032603141,#AskWHO What is the insight gathered from contact tracing or the reason why and how people contract covid? This is lacking in most case reporting where in the focus is just providing numbers but actual case scenario of transmission is not highlighted maybe due to privacy concerns,1
78,1292126285083353089,"The Gov't and health officials are doing what is necessary through contact tracing, ring fencing, etc. A walk outside shows WE (society) are not taking the virus seriously

Additionally people taking about rolling back but is that the only way we can comply also can we afford to?",1
79,1292012135061561345,Genuine question. What is the evidence on the effectiveness of social 'bubbles' in educational settings (not bubbles between households) on the reduction of #SARSCoV2 transmission (not the feasibility of contact tracing which is a different matter)? Please share papers.,1
80,1291761416924549120,"third question is about contct tracing. If student tests positive in class, what is the contact tracing for that positive? Do you test the class? If the student goes to a umber of classes how do you do that? who will do the contact tracing? -- Cuomo",1
81,1291114454105505792,Now that we are 5 months into this and the state is doing contact tracing…why is their no info on where people are contracting COVID? What % is at home? Office? Grocery stores? Social gatherings? No data on this being shared ?,1
82,1291104242346983425,So it appears the US finally has a contact tracing app that uses the Apple/Google APIs thanks to @VDHgov - so what is stopping other states from just sharing this one app? @ASlavitt,1
83,1291025039219757056,What is a BC teacher’s legal culpability when contact tracing identifies their “Learning Group” as the the origin of a COVID-19 outbreak? Teachers will not be able to guarantee that children always behave safely. @bcedchat @Rob_Fleming @bctf @Dave_Eby @mike_farnworth,1
84,1290749995503755270,Agree with the decision not to move to phase 4 but what is closing bars/restaurants doing other than dessimating an already struggling industry and encouraging people to go to houseparties? Surely in a pub with bookings and contact tracing is better and safer,1
85,1290323305233297408,"Has anybody who ""recovered"" tested positive again? What is the proportion of the asymptomatic cases that have had to seek hospital care?  What is, so far, our ""national' Rₒ for contact tracing? . @MOH_Kenya",1
86,1289975416397025280,"what is the benefit of testing non symptomatic people if he/she have no travel history and have not been in contact of any positive patient or not involved in any contact tracing??? 
#COVID19",1
87,1289411255904526337,"What is this administration’s national testing plan?

What is this administration’s national contact-tracing plan?

What is administration’s national school reopening plan?",1
88,1289278994257285121,"The @NationalGuard has been instrumental in #COVID response – helping food banks, testing, contact tracing, and more. 
 
What is the delay in extending Title 32, @realDonaldTrump &amp; @VP? 49 states have asked for this. Your delay hurts our #COVID19 response &amp; Nat'l Guard members.",1
89,1289064475103055873,Bw Gov ke batho le knee jerk reactions. After this lockdown then what???????? During the lockdown what is going to happen besides contact tracing?????,1
90,1288676070829379585,"1/2 @DanielAndrewsMP - re ""data"" if data so NB (which it is): we NEED transparency-
* explain the inconsistencies (some large)
* what is the ICU death/ recovery rate (are we being successful)
* if we contact tracing what do all the ""under investigation"" relate to?",1
91,1288657575928459264,Infected quarantine avoider not cooperating with contact tracing .......... What is wrong with their faces ? They look like they had way too much BOTOX ! When a nations health is at risk the gutless politicians SHOULD FORCE THEM TO COOPERATE ! Stuff the LWPC ideology !,1
92,1288521130333089792,"Mike Seaman ""What is contact tracing?"" #NDTownHall2020 #NDCovidTownHall #HereWeAreStillOnlineButSureReopeningIsSafe",1
93,1288202566703120386,"#AskResponsible_Trunnell
What is your opinion on existing Bluetooth-based contact tracing apps and do you think it is relevant to data commons?
@dataeconomyai #ResponsibleData",1
94,1287851699827343361,"News ch 3 what is the cohort model how does that reconcile w/ specials? Comiss. says intended to support contact tracing... a risk rdctn strategy, ...reducing # of interactions...  New London Super says specialists might be w/ same group of ss each school day for one session",1
95,1287081677538447360,"What is going on with #COVID19 testing? I tested positive 2+ weeks ago &amp; again after that &amp; no one contacted me for contact tracing. Several friends had results take 10 days. That does not bode well for fall. We brought the curve down, we have to keep it there. @NYGovCuomo",1
96,1286805064632344576,Are we getting any more information on contact tracing that can help us lower the COVID rates in the Latinx community?  What are we doing?  Do we need additional housing for health care and retail workers?  Surely we aren't collecting data just to observe what is happening.,1
97,1286752864702889984,Is there any update on how safe airline travel has been? Seems like there has been enough time to figure out what is/isn't working. Or is it just a case of not enough contact tracing to even begin to figure out if it's safe or not?,1
98,1286678580311752704,"Michael Sandel, joined by Chautauquans via Zoom, kicks off his lecture by discussing COVID-19 and contact tracing. 
""What is the greater good?""
The group begins a debate on balancing public health and privacy regarding the use of cell phone data to trace the disease.",1
99,1286346356060237827,"Q3. What is the role and benefit of contact tracing in the fight against COVID-19? #PIHchat

Next question for noted biostatistician Dr. @nataliexdean.",1
100,1286341419003764737,"Why did #BenedictDonald block testing and maybe more to the point contact tracing from the beginning?
What is he afraid of?
Is he afraid that we will find out who patient zero is or zeroes are?
In at least 1 state nursing homes were hit early while gen pop not until now, how?",1
101,1286233481291403264,"[Time for Trivia Thursday]
Q: What is a prolonged quarantine period in a pandemic without scientific approach, mass testing, and proper contact tracing?
A: A fucking waste of time :D",1
102,1285894551849144321,My school was shut down last Friday due to a student testing positive. We are still closed due to contact tracing. Whatsmore it is 21:05 I’m still checking my emails to see if I am expected on site tomorrow. What is going on?! @DanielAndrewsMP @JamesMerlinoMP  @VictorianCHO,1
103,1285229601434763266,"Contact Tracing Centre, Motherwell- 'Hello Jim, it's me. Who? It's me, yourself. What is it? I'm just contacting you/me to inform us we have Covid-19. Could you let Tracey know she has Covid too?'",1
104,1285104426940760064,"Question: Children, what is an example of opposite of good Presidential leadership?         Answer:       “Instead of expanding testing, the Trump administration wants to block $25 billion for states to conduct testing and contact tracing“
#COVID19 #firehimnow",1
105,1284870062449602560,"Just got the results from my COVID test (negative, yay!) 9 days after I took it. This is not giving me any faith in the frequent testing and contact tracing plans for reopening schools this Fall. What is the plan when it takes 9 days to know???",1
106,1284698180911652870,"Hey Twitter 
My sister got called by a contact tracer who said she’d been exposed to COVID last Tuesday.  

She was told she doesn’t have to isolate, and she can’t get a test unless she has symptoms.
Serious question- what is the point of contact tracing?",1
107,1284087180428824576,What is the status of contact tracing? On a scale of 1 to 10 how good is our system?,1
108,1283449268108394497,#PresidentialImbizo lack of contact tracing and mass testing is one reason why we have high number of infections. What is government immediate plans to increase laboratory capacity? Waiting for 8 days for test results add to anxiety to citizens,1
109,1283415976374153217,".@regionofpeel 

What is the cause of higher cases in peel compared to ont?

Is it related to airport (taxi, baggage, ...)?

What can we do about it?

We should have a good idea through contact tracing by now. Let us know how we can help.

.@BonnieCrombie .@patrickbrownont",1
110,1283228044082114560,States do contact tracing - what is Hunt talking about?,1
111,1283188389043245056,"What is the plan for NSW ? Just encourage people to do the right thing like Sweden ? No lockdowns, no mass testing and haphazard contact tracing . Make the  economy a priority and deaths of the elderly, vulnerable and health care workers just collateral damage ? It will cost them",1
112,1283013338335793153,"Folks are waiting over a WEEK for #COVID__19 test results in #Maryland.  Questioning the lag/delay in the reported numbers. After a week, what is the point of contact tracing? @GovLarryHogan @MontgomeryCoMD",1
113,1282953762131316736,What is @10DowningStreet &amp; the government doing about ensuring Bars/Restaurants who want my info for contact tracing implement the #GDPR principles?,1
114,1282689781571432450,"Does anyone know what is happening with contact tracing? In Toronto?  Just heard @TOPublicHealth has laid off over 100 employees. The ""app"" The province designed isn't operational. And @fordnation is planning to move to stage 3. #COVID19Ontario",1
115,1282254137493581826,"I am curious that what is the source , is contact tracing done? In case of Mr Bachan and Mr Anupam 's Family.",1
116,1281770943346401281,What is the official Canadian govt app for COVID contact tracing? Nothing stands out in App Store. @DrBonnieHenry @RosieBarton @althiaraj,1
117,1281551610116808705,"You want to see what leadership looks like in a pandemic?  MA has one of the lowest new case counts and follows a strict phased re-opening. New hotspots in towns are met with free pop up testing sites and contact tracing. Compare this to what is happening in AZ, TX, and FL.",1
118,1281209649547501569,Suppression vs elimination - what is the difference? Do the public health team stop contact tracing once the numbers get really low so as to avoid elimination? #CovidVic,1
119,1280981586142347264,So I guess we will not be adopting contact tracing as strategy going forward since only folks with symptoms will be tested? What is the rationale for this?,1
120,1280940857428971522,Gov Asa colleges reopening what is the advice for students coming in from other states? Gov Asa we are working with colleges around he state to do contact tracing and educate students to properly mask and distance. There will be positive cases coming into the colleges this Fall,1
121,1280671266232565760,"No National plan. Over 130,000 DEATHS.   It’s spreading! This needs to stop. We need to control the virus. Go back to school? The key is how. What is safe? Testing and contact tracing should be done but there are so many cases. Do something about the virus!",1
122,1280578758185938944,"Contact tracing is useless at this point because it is spreading so fast. 😳.  Hospitalizations are up 90% in Arizona &amp; Florida??  Is there anyone leading us? People speak up and say they have it and yet people are saying no, they don’t. So what is it folks?",1
123,1280527133509468160,What is another term for contact tracing?,1
124,1280233264578465792,"Exactly what is the point of contact tracing? Please don't say ""because we need to see where it spread"". And what difference will this make? A rediculous exercise. They cannot even report testing and case numbers correctly!",1
125,1280213664344281088,1/9 What is the benefit of testing if people don’t get results back for 7-10 days? There is no way to do adequate contact tracing from 10 days ago. We know people aren’t staying home &amp; therefore may be exposing others or getting exposed if they weren’t infected already. #COVID19,1
126,1280028110075899904,"What was #COVID19KE response Strategy? What is nature of infections? Are numbers given daily from contact tracing, senitel surveillance, or mass testing? Do we know transmission lines? Does 189,000 tests provide sufficient data sample size to determine spread of virus?",1
127,1279711215011483648,Stopped at well known Dublin pub after Mater hosp appointment on Fri afternoon for dinner and went to local cafe to meet sister yesterday. No contact tracing being done in either venue. What is the point of any guidelines if every place operating how they feel?  Cousin who ../1,1
128,1279389796629176320,"No leadership, no data-driven plan with testing and contact tracing, no universal access to healthcare.  US needs to be agile in handling this pandemic yet with we are lumbering towards more sick and more dead. What is a number of dead have to before we realize are setup wrong?",1
129,1278630912696123392,"#COVIDー19 Has anyone estimated how much health &amp; public health workforce (for testing, contact tracing, monitoring) will be needed? What is being done to recruit and train this workforce? Seems as important as test kits.@CarlosdelRio7 @vmarconi2 @CDCDirector",1
130,1278497849660112896,"So apparently our active case numbers go down mostly because they lose contact with the people. So someone tests positive, they get added to active cases, then a few weeks later they haven't heard from them, they take them off. Amarillo is like ""what is contact tracing?""",1
131,1298385638236930049,"How does contact-tracing work? 
If someone tests positive for COVID-19 and provides your name as a person s/he has been in contact with, you may get a call from a contact-tracer. As usual, criminals have stepped in to defraud people, while posing as contact-tracers. Be careful!",1
132,1298297936414154759,"How does contact tracing work?

Contract tracing works by identifying people recently diagnosed with an infectious disease, like #covid19. Then, those people are interviewed to identify everyone with whom they had close contact during the time they may have been infectious.",1
133,1296230829874483200,lol last night at work this guy told me he doesn’t have an email for contact tracing yet he is on his iphone..........i said “huh strange..how does your iphone work with no email??” and he just stared at me 😂,1
134,1293912540238368769,"After letting all the info marinate re PDSB’s reopening ...if I am doing a seating plan for 20 Gr1s, does this mean they never leave that spot, how will this seating plan work in Kindergarten? The rational is for contact tracing, so this would mean we stay in one spot all day?",1
135,1291515249988898816,"Ontario moots, did you download the COVID alert app? How does it work? Is it just government surveillance or has this method of tracking been used in Korea as well to help with contact tracing?",1
136,1291322759532785665,"I am not using the NZ Contact tracing app, because I don't go anywhere apart from daycare and the supermarket lol.
How does it work if I'm needed for contact tracing - is my data in the cloud?",1
137,1287931708004880385,"Idk where I heard this and please tell me I'm wrong: pediatricians are not having kids tested for Covid?  So...how does contact tracing and in-person school work, then? Is this the ""if we don't test it then it doesn't exist"" theory?! Please let me be wrong.",1
138,1287732650321551361,"How does contact tracing work? Person A tests positive. He is asymptomatic, having contracted it   10 days ago. How do they know it was 10 days ago? Who has he infected? How do you track them down? Did Person A infect them? We'll never know.",1
139,1278731221938458625,"How does contact tracing work for protesters who, more than likely, are in the midst of nameless people?",1
140,1278488467815591936,How does contact tracing work with HIPAA?,1
141,1283294899027054592,Who is a close contact in terms of #COVID19  ? A close contact is defined as a person who spends a prolonged period of time (15 minutes) within 6 feet (2 meters) of a person that has been diagnosed with COVID-19 up to 2 days prior to their illness onset.,1
142,1298657847157362689,"Can you get covid from a pack of meat packed by someone with covid? It's a known unknown. I think.
""COVID-19 is a respiratory illness. It is not known to be transmitted by exposure to food or food packaging.""",1
143,1294631237273952256,"Evictions counted in millions. 30 million Americans are in food insecurity. The highest number of deaths from Covid-19 in the world. Voter suppression. 

Don't get me wrong: I love my country! But can we keep lying to ourselves and name it the greatest country in the world?",1
144,1291986164744937476,"What lessons have you learnt from this Covid 19 pandemic that will impact your life positively going forward? Mine is to ensure the biz I invest in should be necessities like food, health &amp; IT. @greaterbayo can we get your insight on this Sir?",1
145,1288524986299244545,"I just returned from getting groceries at the store. Do I ever bring in deliveries left outside the building for other people living in this building?
Yes. I just did so. It was a pretty big delivery, mostly of food. Ballard is safe, but you never know about those porch pirates.",1
146,1288852160621543424,"How much does fomite transmission contribute to the spread of COVID-19? The @CDCgov describes fomite transmission as a ""possible"" route of coronavirus transmission but maintains that close contact between people is thought to be the main source of new infections. #covacma",1
147,1300023757021622280,Then someone will make remarks of why you even go to those areas when you know you be victimised. But why should you not go? Is it only white people who are meant to travel 'with ease' across SA?,1
148,1298258957924888585,"We're not asking to cancel these exams, We just want it to be postponed. Students who cannot travel cannot afford backlogs. 
Many students have to come from containment zones. What should we chose health,life or semester exams??
#justiceforkslustudent
#BSYediyurappa
#BSYbjp",1
149,1297267503589072896,Even the judge who said that that the life should not be stopped due to corona gave the same statement through video conferencimg. Then why shall we students travel hundreds of kms  to reach our exam centres?#INDIAunitedtoPostponeJEE_NEET,1
150,1297229977893531649,Why Maha CM should not initiate remedial action to put an end to ordeals of these students who were forced to travel for more than 50 kilometers on foot for their education?Shame on part of this govt. which does not have any concerns about students of state who face difficulties,1
151,1297229812503736320,Why Maha CM should not initiate remedial action to put an end to ordeals of these students who were forced to travel for more than 50 kilometers on foot for their education?Shame on part of this govt. which does not have any concerns about students of state who face difficulty,1
152,1296654807273336835,Should we get on the roads to protest ? Because in our county those who protest silently and calmly on internet are not paid any head.. if according to them getting on roads to travel for exams is safe then let's get on roads to protest as well. #PostponeJEE_NEETSept,1
